iter	Passed	Remaining
130	3549	23545
131	3572	23489
132	3594	23431
133	3614	23356
134	3639	23317
135	3663	23274
136	3683	23203
137	3707	23161
138	3726	23084
139	3748	23029
140	3770	22970
141	3791	22909
142	3814	22862
143	3835	22801
144	3854	22730
145	3876	22672
146	3898	22620
147	3919	22564
148	3944	22527
149	3969	22493
150	3989	22430
151	4012	22383
152	4036	22345
153	4057	22292
154	4085	22274
155	4110	22237
156	4134	22199
157	4155	22143
158	4178	22101
159	4204	22073
160	4226	22023
161	4249	21980
162	4271	21933
163	4296	21900
164	4319	21857
165	4341	21813
166	4363	21765
167	4386	21721
168	4408	21675
169	4429	21623
170	4453	21592
171	4475	21546
172	4498	21503
173	4523	21474
174	4546	21433
175	4568	21390
176	4593	21359
177	4614	21307
178	4634	21258
179	4660	21229
180	4683	21190
181	4710	21171
182	4735	21141
183	4756	21094
184	4809	21188
185	4867	21303
186	4899	21299
187	4925	21273
188	4955	21264
189	4979	21230
190	5006	21206
191	5028	21162
192	5048	21110
193	5073	21080
194	5100	21056
195	5122	21011
196	5144	20969
197	5169	20940
198	5191	20895
199	5214	20857
200	5238	20822
201	5259	20777
202	5281	20733
203	5303	20695
204	5328	20663
205	5349	20619
206	5376	20596
207	5417	20628
208	5439	20585
209	5460	20542
210	5481	20497
211	5506	20465
212	5530	20432
213	5554	20402
214	5574	20353
215	5596	20313
216	5617	20269
217	5640	20232
218	5663	20196
219	5685	20157
220	5705	20111
221	5726	20069
222	5747	20026
223	5770	19989
224	5791	19947
225	5815	19917
226	5835	19873
227	5858	19837
228	5886	19817
229	5915	19805
230	5938	19767
231	5960	19730
232	5987	19711
233	6012	19683
234	6036	19650
235	6062	19627
236	6092	19613
237	6123	19606
238	6158	19610
239	6192	19608
240	6228	19614
241	6260	19607
242	6291	19600
243	6317	19573
244	6345	19555
245	6378	19549
246	6408	19536
247	6441	19531
248	6469	19512
249	6496	19489
250	6528	19480
251	6559	19469
252	6586	19448
253	6616	19432
254	6644	19413
255	6669	19384
256	6702	19376
257	6731	19360
258	6761	19345
259	6787	19318
260	6817	19302
261	6841	19270
262	6873	19260
263	6903	19245
264	6928	19217
265	6958	19202
266	6989	19187
267	7018	19168
268	7047	19151
269	7077	19136
270	7101	19102
271	7126	19073
272	7157	19059
273	7188	19045
274	7215	19023
275	7243	19001
276	7272	18981
277	7304	18970
278	7330	18943
279	7359	18925
280	7384	18894
281	7412	18873
282	7443	18859
283	7474	18844
284	7499	18815
285	7523	18783
286	7554	18766
287	7583	18747
288	7615	18736
289	7644	18715
290	7672	18692
291	7699	18668
292	7725	18640
293	7754	18621
294	7810	18666
295	7875	18729
296	7915	18735
297	7958	18749
298	8013	18787
299	8054	18793
300	8085	18775
301	8116	18759
302	8153	18754
303	8175	18718
304	8206	18700
305	8235	18678
306	8267	18662
307	8301	18651
308	8334	18638
309	8369	18628
310	8402	18614
311	8435	18600
312	8469	18588
313	8496	18562
314	8535	18561
315	8568	18547
316	8596	18522
317	8627	18502
318	8655	18478
319	8686	18459
320	8713	18431
321	8742	18408
322	8777	18397
323	8804	18370
324	8834	18348
325	8862	18322
326	8892	18301
327	8920	18275
328	8950	18255
329	8997	18268
330	9036	18264
331	9069	18247
332	9099	18226
333	9128	18202
334	9159	18182
335	9184	18151
336	9204	18108
337	9226	18070
338	9248	18032
339	9270	17995
340	9290	17954
341	9310	17913
342	9333	17878
343	9356	17841
344	9381	17810
345	9403	17773
346	9424	17734
347	9444	17694
348	9469	17663
349	9492	17628
350	9516	17595
351	9539	17561
352	9561	17525
353	9583	17489
354	9607	17456
355	9631	17423
356	9656	17393
357	9679	17359
358	9699	17319
359	9723	17285
360	9745	17250
361	9768	17215
362	9791	17182
363	9813	17145
364	9839	17117
365	9861	17083
366	9893	17064
367	9920	17037
368	9942	17001
369	9964	16966
370	9987	16932
371	10006	16893
372	10028	16857
373	10048	16819
374	10071	16785
375	10095	16753
376	10118	16720
377	10143	16691
378	10165	16657
379	10188	16623
380	10213	16592
381	10235	16558
382	10257	16524
383	10283	16496
384	10308	16466
385	10331	16434
386	10352	16397
387	10373	16362
388	10397	16331
389	10422	16301
390	10450	16276
391	10472	16243
392	10496	16211
393	10518	16177
394	10541	16145
395	10565	16115
396	10586	16079
397	10608	16046
398	10628	16009
399	10650	15975
400	10678	15951
401	10700	15917
402	10719	15879
403	10739	15844
404	10760	15808
405	10780	15773
406	10802	15738
407	10827	15710
408	10848	15676
409	10870	15642
410	10893	15611
411	10919	15584
412	10939	15548
413	10962	15516
414	10984	15483
415	11005	15450
416	11025	15414
417	11046	15380
418	11069	15348
419	11091	15316
420	11112	15282
421	11132	15248
422	11154	15215
423	11177	15184
424	11199	15152
425	11221	15120
426	11242	15086
427	11263	15053
428	11293	15031
429	11314	14998
430	11335	14965
431	11356	14931
432	11377	14899
433	11398	14865
434	11419	14831
435	11442	14801
436	11467	14773
437	11489	14741
438	11509	14708
439	11534	14679
440	11555	14648
441	11576	14615
442	11597	14581
443	11620	14551
444	11643	14521
445	11665	14490
446	11688	14460
447	11709	14427
448	11734	14399
449	11755	14367
450	11776	14335
451	11796	14302
452	11817	14269
453	11841	14240
454	11865	14212
455	11887	14181
456	11908	14149
457	11927	14114
458	11947	14081
459	11968	14050
460	11989	14017
461	12009	13984
462	12027	13949
463	12047	13917
464	12068	13885
465	12093	13857
466	12113	13825
467	12135	13794
468	12155	13762
469	12176	13731
470	12197	13699
471	12222	13673
472	12247	13645
473	12270	13616
474	12292	13586
475	12314	13556
476	12336	13526
477	12360	13498
478	12382	13468
479	12404	13438
480	12428	13410
481	12449	13379
482	12470	13348
483	12492	13318
484	12514	13288
485	12534	13256
486	12560	13230
487	12582	13200
488	12602	13169
489	12626	13141
490	12647	13110
491	12666	13078
492	12688	13048
493	12710	13019
494	12732	12989
495	12754	12959
496	12775	12929
497	12797	12900
498	12819	12870
499	12841	12841
500	12861	12809
501	12883	12780
502	12905	12751
503	12925	12720
504	12943	12687
505	12963	12656
506	12983	12625
507	13006	12596
508	13030	12569
509	13051	12539
510	13069	12506
511	13091	12478
512	13117	12452
513	13134	12418
514	13152	12385
515	13173	12356
516	13193	12325
517	13214	12296
518	13234	12265
519	13252	12233
520	13275	12205
521	13295	12174
522	13315	12144
523	13335	12113
524	13355	12083
525	13380	12057
526	13405	12031
527	13428	12004
528	13448	11974
529	13472	11947
530	13494	11919
531	13515	11889
532	13535	11859
533	13554	11828
534	13574	11798
535	13597	11771
536	13618	11742
537	13638	11711
538	13660	11683
539	13679	11653
540	13700	11623
541	13722	11595
542	13740	11564
543	13761	11535
544	13781	11505
545	13803	11477
546	13826	11450
547	13847	11421
548	13869	11393
549	13895	11369
550	13918	11341
551	13936	11310
552	13955	11280
553	13976	11251
554	13998	11223
555	14023	11198
556	14045	11170
557	14064	11140
558	14085	11111
559	14104	11082
560	14125	11054
561	14147	11025
562	14170	10999
563	14192	10971
564	14218	10947
565	14244	10922
566	14266	10894
567	14288	10867
568	14307	10837
569	14328	10809
570	14349	10781
571	14370	10752
572	14389	10723
573	14410	10695
574	14430	10666
575	14451	10638
576	14474	10611
577	14495	10583
578	14515	10554
579	14538	10528
580	14562	10502
581	14582	10473
582	14607	10448
583	14630	10421
584	14650	10392
585	14675	10368
586	14699	10342
587	14722	10315
588	14747	10290
589	14771	10265
590	14793	10237
591	14818	10212
592	14841	10186
593	14863	10159
594	14884	10131
595	14903	10102
596	14926	10075
597	14947	10048
598	14967	10020
599	14986	9991
600	15012	9966
601	15033	9938
602	15055	9912
603	15079	9886
604	15100	9859
605	15119	9830
606	15140	9802
607	15162	9775
608	15183	9748
609	15205	9721
610	15223	9692
611	15244	9664
612	15265	9637
613	15287	9610
614	15308	9583
615	15329	9555
616	15351	9529
617	15373	9502
618	15397	9477
619	15419	9450
620	15438	9422
621	15462	9396
622	15483	9369
623	15503	9341
624	15522	9313
625	15545	9287
626	15567	9261
627	15589	9234
628	15612	9208
629	15631	9180
630	15651	9152
631	15672	9125
632	15693	9098
633	15715	9072
634	15734	9044
635	15754	9017
636	15776	8990
637	15799	8964
638	15819	8937
639	15842	8911
640	15865	8885
641	15890	8861
642	15915	8836
643	15936	8809
644	15956	8782
645	15974	8753
646	15994	8726
647	16015	8700
648	16036	8672
649	16059	8647
650	16083	8622
651	16105	8596
652	16126	8569
653	16148	8543
654	16169	8516
655	16191	8490
656	16212	8464
657	16233	8437
658	16252	8410
659	16272	8382
660	16293	8356
661	16311	8328
662	16334	8302
663	16356	8276
664	16380	8251
665	16405	8227
666	16424	8199
667	16445	8173
668	16465	8146
669	16487	8120
670	16509	8094
671	16528	8067
672	16551	8041
673	16573	8016
674	16593	7989
675	16617	7964
676	16639	7938
677	16660	7912
678	16682	7886
679	16703	7860
680	16732	7838
681	16753	7811
682	16775	7785
683	16796	7759
684	16816	7733
685	16836	7706
686	16857	7680
687	16883	7656
688	16914	7634
689	16933	7607
690	16954	7581
691	16975	7555
692	16999	7530
693	17020	7504
694	17037	7476
695	17055	7449
696	17074	7422
697	17096	7396
698	17119	7371
699	17139	7345
700	17160	7319
701	17178	7292
702	17200	7266
703	17218	7239
704	17238	7213
705	17258	7187
706	17280	7161
707	17301	7135
708	17326	7111
709	17343	7084
710	17366	7058
711	17386	7032
712	17408	7007
713	17428	6981
714	17451	6956
715	17472	6930
716	17494	6905
717	17518	6880
718	17542	6855
719	17561	6829
720	17579	6802
721	17600	6776
722	17621	6751
723	17639	6724
724	17658	6697
725	17679	6672
726	17700	6646
727	17723	6621
728	17742	6595
729	17765	6570
730	17786	6545
731	17806	6519
732	17826	6493
733	17847	6467
734	17870	6443
735	17891	6417
736	17910	6391
737	17930	6365
738	17951	6340
739	17973	6315
740	17995	6290
741	18018	6265
742	18038	6239
743	18060	6214
744	18083	6189
745	18104	6164
746	18127	6139
747	18148	6114
748	18169	6089
749	18191	6063
750	18212	6038
751	18233	6013
752	18251	5987
753	18275	5962
754	18295	5936
755	18314	5910
756	18332	5884
757	18352	5859
758	18375	5834
759	18396	5809
760	18414	5783
761	18432	5757
762	18452	5731
763	18472	5706
764	18493	5680
765	18515	5656
766	18537	5631
767	18559	5606
768	18580	5581
769	18604	5557
770	18626	5532
771	18648	5507
772	18670	5482
773	18695	5458
774	18719	5434
775	18740	5409
776	18762	5384
777	18786	5360
778	18810	5336
779	18838	5313
780	18868	5290
781	18889	5265
782	18909	5240
783	18930	5215
784	18953	5191
785	18973	5165
786	18993	5140
787	19012	5115
788	19034	5090
789	19058	5066
790	19084	5042
791	19105	5017
792	19124	4992
793	19146	4967
794	19166	4942
795	19187	4917
796	19209	4892
797	19229	4867
798	19250	4842
799	19271	4817
800	19293	4793
801	19314	4768
802	19335	4743
803	19360	4719
804	19382	4695
805	19405	4670
806	19426	4645
807	19446	4621
808	19467	4596
809	19488	4571
810	19509	4546
811	19530	4521
812	19552	4497
813	19575	4472
814	19595	4448
815	19618	4423
816	19637	4398
817	19661	4374
818	19680	4349
819	19703	4325
820	19725	4300
821	19748	4276
822	19770	4252
823	19813	4231
824	19840	4208
825	19862	4184
826	19882	4159
827	19903	4134
828	19926	4110
829	19946	4085
830	19968	4060
831	19989	4036
832	20010	4011
833	20029	3986
834	20054	3962
835	20074	3938
836	20097	3913
837	20117	3889
838	20139	3864
839	20159	3839
840	20182	3815
841	20205	3791
842	20224	3766
843	20246	3742
844	20266	3717
845	20288	3693
846	20308	3668
847	20327	3643
848	20348	3619
849	20371	3594
850	20388	3569
851	20411	3545
852	20431	3521
853	20457	3497
854	20478	3472
855	20499	3448
856	20519	3423
857	20540	3399
858	20563	3375
859	20588	3351
860	20609	3327
861	20630	3302
862	20649	3278
863	20668	3253
864	20688	3228
865	20712	3204
866	20738	3181
867	20766	3158
868	20787	3133
869	20809	3109
870	20831	3085
871	20855	3061
872	20875	3036
873	20896	3012
874	20916	2988
875	20937	2963
876	20959	2939
877	20983	2915
878	21000	2890
879	21022	2866
880	21042	2842
881	21062	2817
882	21079	2793
883	21102	2769
884	21128	2745
885	21148	2721
886	21170	2697
887	21187	2672
888	21209	2648
889	21232	2624
890	21254	2600
891	21276	2576
892	21295	2551
893	21319	2527
894	21342	2503
895	21364	2479
896	21385	2455
897	21404	2431
898	21425	2407
899	21447	2383
900	21467	2358
901	21490	2334
902	21512	2310
903	21531	2286
904	21554	2262
905	21575	2238
906	21595	2214
907	21617	2190
908	21637	2166
909	21658	2142
910	21678	2117
911	21700	2093
912	21722	2069
913	21746	2046
914	21769	2022
915	21789	1998
916	21808	1973
917	21832	1950
918	21854	1926
919	21877	1902
920	21898	1878
921	21919	1854
922	21941	1830
923	21962	1806
924	21988	1782
925	22012	1759
926	22033	1735
927	22052	1710
928	22074	1687
929	22095	1663
930	22115	1639
931	22136	1615
932	22156	1591
933	22177	1567
934	22201	1543
935	22225	1519
936	22245	1495
937	22262	1471
938	22282	1447
939	22299	1423
940	22321	1399
941	22337	1375
942	22356	1351
943	22377	1327
944	22395	1303
945	22417	1279
946	22438	1255
947	22458	1231
948	22475	1207
949	22495	1183
950	22517	1160
951	22537	1136
952	22558	1112
953	22578	1088
954	22603	1065
955	22625	1041
956	22642	1017
957	22664	993
958	22684	969
959	22704	946
960	22726	922
961	22749	898
962	22771	874
963	22791	851
964	22812	827
965	22832	803
966	22853	779
967	22875	756
968	22898	732
969	22920	708
970	22942	685
971	22963	661
972	22984	637
973	23005	614
974	23025	590
975	23045	566
976	23067	543
977	23088	519
978	23109	495
979	23130	472
980	23152	448
981	23171	424
982	23195	401
983	23216	377
984	23237	353
985	23257	330
986	23275	306
987	23296	282
988	23317	259
989	23342	235
990	23367	212
991	23412	188
992	23468	165
993	23531	142
994	23570	118
995	23591	94
996	23612	71
997	23632	47
998	23653	23
999	23675	0
